"","comicName","comicSum","comicGrade"
"1068","서당개 삼년이면 풍월을 읊는다.","좀 웃긴 학원물","9.81"
"1069","전달자","카르가막의 여정","9.31"
"1070","우주 수호기사 마이티 캣!","비일상적인 히어로물","9.78"
"1071","저주를 걸어드립니다.","난쟁이 마녀 이야기","9.87"
"1072","오!주예수여","예수님 아닙니다","9.85"
"1073","캣밑피쉬 (The Cat Meets Fish)","트로피컬 여행 판타지","9.86"
"1074","틈새의주인","검은 전설의 시작","9.84"
"1075","1+1","캠퍼스 로맨스","9.87"
"1076","소나기 통조림","학원드라마","9.83"
"1077","사랑하는 마음","완결","9.62"
"1078","바이시클","자전거와 사람들","9.36"
"1079","이별에서 우리는","남녀의 입장에서 격 화로 진행되는 이별 후의 이야기","9.87"
"1080","나는 귀머거리다","나는 귀머거리다","9.90"
"1081","The A","한 건물에 갇힌 이들의 사투","9.82"
"1082","아이돌 Dis토피아","극평범아이돌만화","9.74"
"1083","실","인연의 고리.","9.85"
"1084","조선타임트래블","시간여행★","9.84"
"1085","야생화","본격 아포칼립스 액션","9.84"
"1086","신기관리팀 처용대","불가사의한 힘을 지니고 있는 유물들을 둘러싸고 벌어지는 도시액션활극!!","9.67"
"1087","설레긴 개뿔","우린 그냥 친구야","9.85"
"1088","양철맨","본격 히어로 액션!! 새로운 슈퍼 히어로의 탄생! 격주 월요일 연재합니다.","9.24"
"1089","시리우스","미스터리 판타지. 자유연재.","9.85"
"1090","들개의 품위","Loyal stray dogs","9.86"
"1091","너의 나날","여고 안에서의 짝사랑","9.88"
"1092","pponnie(뽀니)","뽀니의 특별한 일상","9.85"
"1093","산타","12월에...","9.74"
"1094","마나마나","@(0▽0)@","9.86"
"1095","마네킹","나한테왜그랬어?","9.86"
"1096","아름다운 개새끼","의식의 흐름대로 그리는 만화","9.85"
"1097","심모람 채널","모람모람한 날들","9.83"
"1098","유랑인류","온더로드 라이브 여행툰","9.84"
"1099","달콤한 나의 독일","독일국제연애","9.87"
"1100","밤의 피조물","고딕 판타지","9.75"
"1101","외쳐불러 : 나머지 방송반","방송부 이야기","9.81"
"1102","정귀괴담록","퇴마 액션","9.86"
"1103","Deep Blue","시한부","9.86"
"1104","트러블걸","영웅과 악당 둘 다 되어야 했던 소녀의 이야기","9.70"
"1105","네크로골비","네크로맨서","9.85"
"1106","인형의 꿈","작은 소망이야기.","9.81"
"1107","마스크걸","인기여캠BJ의정체는?","9.85"
"1108","블루 블로썸","블루 블로썸","9.69"
"1109","왕자님을 인터뷰하는 법","최애캐인터뷰","9.85"
"1110","하루살이 소년","요일별 가정부들과 함께 하는 소년 하루의 일상","9.87"
"1111","렛츠고!팜머스쿨!","개그농업학교","9.85"
"1112","네거티브 칸나","지상최악의마법소녀","9.74"
"1113","스리핑거","통기타 동아리 스리핑거 이야기","9.65"
"1114","수트 오브 스파이(suit of spy)","스파이 액션 활극","9.68"
"1115","그래도 괜찮을까?","세상이 두려운 사람들의 이야기","9.70"
"1116","악마를 찾는 사람들","악마를 찾는 사람들의 이야기 악마가 만난 사람들의 이야기","9.63"
"1117","너와 이 세계의 크랙","다른 세계로 끌려들어간 주성이를 중심으로 한 판타지 순정물","9.85"
"1118","Guarding - 그녀는 나의 웬수..","한없이 순수했던 그 아이......때문에 미쳐버릴거같아..","9.77"
"1119","데일리 위치","평범한 마녀들의 일상 판타지 사컷만화","9.84"
"1120","언더그라운드 블러드팩","Sci-fi 웹그래픽노블","9.87"
"1121","그래, 가끔 하늘을 보자","초보맘 육아 스토리","9.86"
"1122","성검의 홀리소드","성검에 얽힌 모험이야기.","9.79"
"1123","어둠 속을 날아서","-","9.73"
"1124","물속의 고요","꿈에서 마주친 꼬마","9.85"
"1125","판타스틱! 티티우스 표류기","인어의 육지표류기","9.86"
"1126","더 모나크","추방 당한 사탄 그리고..","9.69"
"1127","애원(愛怨)","남고에 여고생 귀신","9.81"
"1128","내 첫 사랑에 대한 기억","순정만화","9.87"
"1129","리바이벌(Revival)","판타지 로맨스","9.77"
"1130","별끝에서 땅끝까지","별에서 온 별땅이 이야기","9.81"
"1131","마이 리틀 캐나다","캐나다 적응기","9.85"
"1132","무의식의 숲","당신이 잠든 사이","9.90"
"1133","자갈치땅콩","강아지의일기","9.86"
"1134","두번째의 왕자님","자유 연재","9.88"
"1135","생생 생활기록부","뭉실뭉실 팡이의 정상적이고 평범한 생활기록부","9.86"
"1136","발렌티노 다스티","안잘난뱀파이어","9.82"
"1137","혼원사","영혼을 구하는 자","9.86"
"1138","내 학생이 싸이코패스일 리가 없어","학원 군상극.","9.85"
"1139","우렁이라도 좋아","우렁이 로맨스","9.82"
"1140","그래도 내일은","무무의 인생이야기","9.79"
"1141","트라우마","손발오글 순정만화","9.91"
"1142","감염[感染] Infection","푸른빛은 핏빛보다 잔인하다.","8.86"
"1143","데몬데몬","마계 액션 판타지","9.85"
"1144","저리가요 마왕씨","날림주의 악필주의 오글주의","9.86"
"1145","비밀스러운 짝사랑","고교 개그 순정","9.86"
"1146","아리랑부부","결혼 탐구 생활","9.81"
"1147","진짜여군","진짜여군의 진짜진짜 여군이야기","9.87"
"1148","얼인의 만아 (얼仁義 滿我)","사라져가는 우리 전통문화를 들춰보는 만화입니다.","9.85"
"1149","열렙전사","본격 명품 판타지 액션 겜만화","9.70"
"1150","악마와 티타임","본격 요양원 만화","9.86"
"1151","힐데르트 캐슬","러브액션 판타지","9.42"
"1152","우주대모험","황당한 가족의 기상천외 우주여행!","9.20"
"1153","언더 더 애플트리","놀탱 놀탱","9.30"
"1154","신과 인간에 관한 재밌는 상상화","신과 인간의 관계는...??","9.80"
"1155","솔로가 좋다.","나혼자사는솔로툰","9.87"
"1156","죽은자를 상대하는 방법","좀비물 입니다.","9.86"
"1157","루크벨라의 우아한인생","남주없음여자둘만나옴","9.87"
"1158","일상 로맨스","소소한 일상들","9.85"
"1159","이상징후(異常徵候)","초능력은개뿔","9.85"
"1160","사자(使者)","최초 여자 염라대왕의 탄생?! 본격 저세상 판타지 로맨스","9.86"
"1161","강을 그리다","픽션사극","9.87"
"1162","어렴풋이","글/그림 휘를","9.80"
"1163","헬로리틀또리미","본격 과거일상툰!","9.86"
"1164","쥐인님과 나","지극히쥐덕한생활 :3","9.84"
"1165","그마남 이야기","그마법사가남기고간이야기","9.86"
"1166","사나울","스물아홉 설레임","9.85"
"1167","SDB","고교당구왕","9.69"
"1168","고양이 뚜껑","말하는 고양이!","9.86"
"1169","가라, 로봇!","본격 로봇 순애물","9.62"
"1170","주전부리","부부웹툰","9.86"
"1171","리부트","나는 죽었다. 그런데...","9.76"
"1172","프러미스 : 강철의 혼","거대로봇 + 오글","9.45"
"1173","서른살을 살았어","나의 서른살, 너의 서른살, 우리들의 서른살!","9.83"
"1174","청사나이","청사나이!!","9.84"
"1175","아싸라비아","꽁냥꽁냥","9.86"
"1176","연놈","연놈","9.85"
"1177","SCP-The Administrator","확보, 격리, 보호","9.31"
"1178","대작","전 국민의 이목을 집중시킨 한권의 소설, 그 뒤에 숨겨진 피로 얼룩진 비밀.","9.83"
"1179","CANADADA!","버라이어티한 캐나다 워킹홀리데이 체험기","9.86"
"1180","그대와 청춘","청춘로맨스","9.85"
"1181","우.할.까","4컷 개그 릴레이","9.81"
"1182","5인전쟁","판타지&전쟁","9.87"
"1183","미쓰토바","토바의 일상이야기!","9.86"
"1184","밑밥","암울하고 답답한 현실. 아름답고 생명력 넘치는 바다. 그 대척점에서 낚시를 만나다.","9.83"
"1185","고민상담특별부","랭킹 시스템 학교","9.86"
"1186","혼자를 기르는 법","혼자였고 또 혼자일","9.85"
"1187","모두 어디로 간걸까?","제주도 생활기","9.70"
"1188","당신을 사랑하고 싶습니다.","고딩대딩의청춘사랑","9.76"
"1189","무한몽","해몽, 예지몽, 꿈에 대한 이야기","9.78"
"1190","왕의정원","자유연재→격주연재로! 본격 드래곤판타지!","9.74"
"1191","사형제","4형제 이야기","9.88"
"1192","다섯개의이름","악마견비글을키우다","9.76"
"1193","오늘만 사는 토끼가면","왕따는 SNS를 타고~* 에라 모르겠다. 오늘만 산다!!!  얼짱, 기획사 연습생 막장 폭로방송 토끼가면","9.83"
"1194","난감소녀","난감 여고생 4컷 만화","9.83"
"1195","위험한 연자씨","일상의 소소한 이야기를 담은 그림일기입니다","9.71"
"1196","S군의 직딩일기 시즌2","시즌2입니다~!","9.65"
"1197","녹스","NOX.","9.85"
"1198","공부 좀 하자","학원괴기물(怪奇物).","9.85"
"1199","일어나보니 치킨","인간으로 돌아갈래!!!","9.86"
"1200","203호 저승사자","저승사자 맞냐","9.75"
"1201","리틀프린스!","내가너를 사랑하게된일!","9.77"
"1202","별똥별이 떨어졌다","소원 들어주는 별똥별","9.87"
"1203","변이","잔잔한 미스테리  스릴러","9.85"
"1204","정사도 [Saintly Dozen]","12개로 나뉜 대천사장의 심장을 찾아라","8.07"
"1205","우리집 브로콜리","비식용 브로콜리","9.87"
"1206","반짝반짝 행복해","반짝반짝한 이야기","9.25"
"1207","마왕 옆자리 비서 한 마리","마왕을 물리치는 용사보다 힘들게 일하는 노동자의 이야기","9.81"
"1208","깨알공장공장장","고소한 결혼권장 웹툰!!!","9.50"
"1209","안녕?위드니","일곱아이들이야기","9.87"
"1210","안쭝의 소심러브","항상 핀트가 미묘하게 어긋나는 팬더의 사는 이야기","9.67"
"1211","젠체스토리","젠체의 일상속으로","9.37"
"1212","Somewhere","동성애 만화","9.86"
"1213","여고를 아느냐","리얼 여고 100%","9.85"
"1214","캐스팔루크","카페 판타지","9.73"
"1215","페인포인트 PAINPOINT","액션판타지","9.62"
"1216","눈을감다","그때…그때 왜 난 모른척 하지 않았을까…","9.68"
"1217","할로, 케빈!","옥수수군의 일기, 할로, 케빈!","9.81"
"1218","나는 공주다","공주가뚱녀가됐어","9.61"
"1219","유피씨의 그림일기","그림일기 시즌.2","9.67"
"1220","나를 키워주세요","인간사육","9.79"
"1221","개년들","개년들?","9.87"
"1222","포이즌 아가씨","독을 품은 여자","9.87"
"1223","찬란하게 드리우다","행복하지 못한 남자","9.87"
"1224","호랑각시","자유연재입니다. 죄송합니다.","9.17"
"1225","아비터","각자의 세계를 지키기 위한 존재들의 치열한 싸움.[전 세퍼레이트 웨이]","9.78"
"1226","좀비신드롬","좀비 로멘스 스릴러","9.85"
"1227","소원을 이루어 줄게!","부자들의 일상 4차원 개그!","9.53"
"1228","크리스마스는 쨈과 함께","개가 된 악마","9.86"
"1229","731바이러스","바이러스는 누구의 책임인가?","9.76"
"1230","야상곡","뱀파이어의 표적이 되는 사람들, 그리고 그 뒤를 쫓는 사람들","9.75"
"1231","낙타의 숲","바이러스와 사투","9.62"
"1232","사랑니(confused)","일상툰같은 연애툰","9.86"
"1233","스타일리쉬 리벤지","현대배경 액션판타지","9.63"
"1234","떡신사바","도깨비이야기","9.78"
"1235","사신과 소녀","순정 판타지","9.86"
"1236","애니멀아이즈","신개념 인체 판타지","9.77"
"1237","마미므메모","난다 냄새가","9.86"
"1238","사람교환사업","모든 것을 교환","9.53"
"1239","홀리마운틴","문화혁명!","9.03"
"1240","무브더크라우드","힙합","9.79"
"1241","마계의 황녀","마족 유희물","9.87"
"1242","19세기 비망록","위험한 오라버니와 금단의 재회. 제1회 네이버 웹소설 공모전 장려상 수상 및 연재작 <19세기 비망록> 원작.","9.83"
"1243","두남자일기","평범한 동거","9.86"
"1244","다이아 하트의 안내인","아마 마법소녀","9.12"
"1245","붕어빵 육아일기","인간세상으로 나온 붕어빵 육아일기","9.30"
"1246","연애천재","로맨스코메디","9.86"
"1247","바(Bar)","바텐더","9.88"
"1248","참아줘요, 마리안느!","베일에 싸여 있는 공주와 하녀의 일상 스토리~!!","9.41"
"1249","하이스쿨 히어로즈","입시어드벤처","9.77"
"1250","야수본능","(연재종료)","9.51"
"1251","생각그물.","머리속에 잠들어있는 동화들.","9.86"
"1252","말랑하게 센티멘탈","청춘이란 이름의 아이들, 그 달콤쌉쌀한 이야기","9.81"
"1253","듀이","드래곤 판타지","9.85"
"1254","비로 물드는 꿈","뱀의 임","9.85"
"1255","투명한 동거","유령과 인간의 아슬아슬한 동거 생활","9.85"
"1256","은조","판타지 액션!","9.05"
"1257","비만곰의 정석 다이어트","105kg, 비만곰의 2년만에 50kg를 감량하다.","9.77"
"1258","점심식탁","매일 매일 점심을 함께 먹는 두 여자의 점심식탁이야기","9.85"
"1259","자전거 도둑","유쾌발랄 하고싶다","7.86"
"1260","공주님 마음대로!","레몬 이야기","9.48"
"1261","To.[M]","공지","9.81"
"1262","사자머리와호깜대","사자머리와 뻔뻔한 세냥이들의 일상다반사","9.74"
"1263","실례지만 잠시 지구 좀 멸망시키겠습니다","추리서바이벌 학원물","9.84"
"1264","CAT","자유연재","9.83"
"1265","더미","실험용 인형 더미의 성장기","9.85"
"1266","플레이어","판타지","9.71"
"1267","카니발라이즈","다크판타지","9.85"
"1268","고양이가 할퀴고 간 자리","헤어질때 느껴지는 아픔이 마치 고양이가 할퀴고 간 느낌...","9.82"
"1269","노하우","본격 생활밀착형 노가다 만화. 인생살이 왕도는 없다!","9.77"
"1270","방과후에","자유연재","9.84"
"1271","포도나무 소녀","포도나무","9.79"
"1272","너희가 국딩을 아느냐?!","1995년! 초딩이 아닌 국딩이 간다!","9.84"
"1273","모던픽션A: 삼국지 표류도시","최후 인류 우주 표류","9.82"
"1274","체크포인트","<체크포인트> 시간을 되돌릴 수 있는 초능력자 주인공에게 벌어지는 위험한 사건들","9.68"
"1275","요신님의 이름으로","평화롭지 못한 이야기","9.65"
"1276","79년생. 세상과 7979하다.","79년생. 세상과 7979하다.","9.83"
"1277","나와 악수하는 시간","너와 내가 만났다.","9.83"
"1278","내 고양이! 님","고양이와 동거!","9.85"
